"mx_state","mx_municipality","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District Of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Aguascalientes","Aguascalientes",0.00239796548651622,0.00701197694162848,0.00311838058671937,0.00807552896053395,0.00419009053355876,0.0137621434908566,0.00301959829608727,0.00310492215030483,0,0.00468624419038944,0.00323969988852101,0.00210055136821981,0.00349916921690878,0.00618028508287472,0.0292597293730356,0.0107722254754777,0.00876524011869869,0.0120418951194623,0.00385030425452041,0,0.00240394653725114,0.0031095268637424,0.00590172104942537,0.00331184616297415,0.00307339593872856,0.00494988506355567,0.00672402089881557,0.0070132541424762,0.00522245953206637,0.00281152276050746,0.000366384494380459,0.00802111079272642,0.000398794980290895,0.00304104285123464,0.0148749927654663,0.00344515023815316,0.0192019008658609,0.00118372411300171,0.00186272086392732,0.000593038817882786,0.00274726466836691,0.0094064119641344,0.00554438879165781,0.00518604868108999,0.00491002497346884,0,0.00387274875192218,0.00546495887944502,0.00448216114030763,0.00402724830387182,0.00965663131434978
"Aguascalientes","Asientos",0.000111702911653223,0,7.56918741163642e-05,0.00136575654110219,0.000214686533808226,0.00140629914008113,3.85405532557195e-05,0,0,0.000296415564755405,0.000254658267327197,0,0.000127223052411623,0.000854459253007179,0.00102008648052991,0.00013667494947125,0.00055664644355628,0.000231526077673178,0.0001122851466525,0,0.00019104038742145,0,0.000189370394634179,8.13464804878653e-05,0.000232464625823441,3.30811651243446e-05,0,0.000220872173406704,0.00010748573541957,0,6.85590304484709e-06,0.00032922410247282,8.09791869269992e-05,0.000670887772084977,0,0.000119074205473616,0.00153941041567403,3.92710042463503e-05,0,0,0.000153001492230163,0,0.000631263969242366,0.000605999923386558,0.000461848723468624,0,6.39626243739208e-05,0.000144163849659617,0,8.29652454382927e-05,0.000376549902989434
"Aguascalientes","Calvillo",0.00049806270780501,0,0.000459530882436007,0.00105135669692425,0.000866855807418238,0.00429961787794708,3.24264158365083e-05,0.000156325024660785,0.00041728226566481,0.000642854249366391,0.00127750181519861,0.000892117760536451,0.00396774338944663,0.00313562782426011,0.0015847535874477,0.000911122626437101,0.00509946394517856,0.000466667354613923,0.000701323556713869,0,0.000232526686395581,0,0.000261497174484311,0.000782782995955887,0.00146430456374336,0.000760419561160639,0.00921492403014141,0.000512570177072927,0.000564691641436822,0,0,0.000634697782770558,3.2426550517776e-05,0.00137420372808256,0.00955181948404719,0.000591274092901105,0.0305681660943828,0.0006116426540152,6.28615225736029e-05,0,0.000120940929976474,0.01980413237352,0.000468078008556292,0.000586599798459974,0.00162005026621435,0,0.000427567553368603,0.00138449429524267,0,0.000561083647486734,0.000613314830341761
"Aguascalientes","Cosio",3.73584173521118e-05,0,2.91769058732762e-05,7.15161994000935e-05,0.000110222194156325,0.00237601177502726,0,0,0,4.65982138014023e-05,2.12683098033095e-05,0,0.000182217197486375,4.41460658473574e-05,5.56877437221058e-05,0,0.000200180731951099,8.41647138414001e-05,8.04529564435988e-05,0,0,0,0.000103914530403697,0,0,0.000445756488894342,0,0,0.00139701855519717,0,0,0.00105019462416265,0,0,0,0,0.00025065615391277,1.39634955974195e-05,0,0,1.00766381169401e-05,0,5.99077528930707e-05,6.35847964869089e-05,0.000139344506934012,0,4.64513654318305e-05,1.11020175611382e-05,0,5.91833029019426e-05,0
"Aguascalientes","El Llano",5.355964803597e-05,0,1.65367031761225e-05,0.000134607076579035,3.1974197890667e-05,0.000106287641613642,0,7.78065326313511e-05,0,0.000522242132298458,2.61371756528609e-05,0,0.000199179643410529,4.82322537919041e-05,0.0016555698227165,8.08816141930178e-05,4.74234965616485e-05,0,7.51594207316708e-05,0,0.000130387131609405,0,0,0,0.000175202157536376,0,0,9.46554345113752e-05,1.45651074785366e-05,0,0,1.86228595279299e-05,0,5.27345454483908e-05,0,4.45942355909555e-05,0.000691345650685289,0,0,0,3.00151570848498e-05,0,0.000207680664406415,6.95443219415199e-05,5.67728305569812e-05,0,0.000156937787799983,1.51563446311597e-05,0,1.26983694438445e-05,0
"Aguascalientes","Jesus Maria",0.000146977512516727,0,0.000270587471397577,0.000565273347933351,0.0003763495706637,0.00267204830732204,3.78096273649243e-05,0.000564240630473147,0,0.000320383297990823,0.000177583929222677,0,0.000249702140912257,0.00075508223576378,0.00149734856907142,0.00269917984242276,0.000517197063274774,0.000961445492142759,0.000150269544668227,0,4.47442051072467e-05,0,0.000445153183241487,0.00102422344277576,9.49654626939238e-05,0.000240048239499861,0,0.000365864982009781,0.000229856775139223,0,2.31432865751592e-05,0.0016239893805312,8.10796712610032e-06,0.000199013883040408,0,0.000247082411709054,0.00133211088567599,8.57377012360075e-05,0,0,0.000142609360673779,0.00568071829401579,0.000337602544251624,0.000291046894700907,0.000363144608650293,0,0.000319141209208051,0.000615662283665599,0,7.92565555997567e-05,0.000682411789657857
"Aguascalientes","Pabellon De Arteaga",0.000123413649909186,0,0.000305399470801242,0.00189187148276098,0.000322563464107364,0.0028326194461895,0.000136087182920604,0,0.00041728226566481,0.000422220246056489,0.000223640185287035,0,3.37281795348609e-05,0.000621117750177149,0.000615369690596934,0.00136707116576686,0.000735948619793944,0.00447750894728405,0.000402971145288999,0.00476580532684717,0.000129613345916215,0,0.000240257965255288,0,0.000359917090164634,0.000554351577528752,0,0.00137016655801813,0.00040573047291427,0,8.14861246917356e-06,0.000384059770865041,2.55099829559418e-05,0.000469216306781377,0,0.000241649505573711,0.0044327941597238,0.000142751464269633,6.90603126592636e-05,0,0.000258843713020157,0.00107781804829837,0.000374974155020807,0.000855409501263952,0.000885121885187061,0,0.000191648377213975,0.000985506631704648,0,0.000189166714705463,0.00403369471755464
"Aguascalientes","Rincon De Romos",0.000123244364330182,0.00617108425859943,0.000235673020033817,0.00555165848343749,0.000456950571252942,0.00719212859399683,0.000147270602731785,0,0,0.000387498891730652,0.000219873154670679,0,0.000589457594100432,0.000402429188610802,0.000553092549220894,0.00141590340976351,0.000810113826998884,0.00230212477410841,0.00140106596062213,0,0.00112643302386108,0,0.000601292382894375,0.000138416067501195,0.000412362354595711,0.00252062018792088,0.00103587683566614,0.00793703265473177,0.00140485893922487,0,3.93025884888341e-05,0.00150888610146776,3.67932697676765e-05,0.000410849509369319,0,0.00121436897952033,0.0156567135917793,0.00022716748283452,2.45556076367377e-05,0,0.000512121246139295,0.00155306604295595,0.000998329003461655,0.000753249122998019,0.00223268740250358,0,0.000542054316484593,0.000446543525971837,0,0.000342545985474457,0.00194131799081404
"Aguascalientes","San Francisco De Los Romo",3.73740962781521e-05,0,0.000155030801783839,0.000560538176771822,4.86916311186336e-05,0.000492762888747185,7.63501806206437e-05,0,0,6.50631697223591e-05,1.91743424098362e-05,0,6.33062751845076e-05,0.00042904602787629,0.000114182040468421,0.000890585381484666,5.49871618267799e-05,0.00384227868140562,0,0,0.000104822060036266,0,2.3495126305565e-05,9.59781128328293e-05,0,0.00023253841363108,0,2.68050789052246e-05,7.88750152200663e-05,0,0,7.09978819926253e-05,8.10796712610032e-06,1.26911025686133e-05,0,2.32982886664004e-05,0.000143318676816548,0,0,0,1.17979017333186e-05,0,0.000108682428716682,7.09042426546334e-05,0.000117498995694628,0,6.72029809214062e-05,0.000139863653614492,0,3.77274476118487e-05,0
"Aguascalientes","San Jose De Gracia",3.43667479729657e-05,0,3.19514558051646e-05,0,0.000158532435392096,0.000114273378328884,0,0,0.000425349057987314,4.77931407159497e-05,5.52129028345477e-05,0,3.37281795348609e-05,2.54997159773614e-05,2.42128467047483e-05,0.000124753536639111,6.01104031248772e-05,0,4.65525457744356e-05,0,0,0,1.9767820421791e-05,0,0,0,0,0.000135467692219655,0.000141888192571025,0,0,5.49761992417295e-05,4.31974508206076e-06,0,0,6.7892524257356e-05,0.000268894574486513,4.12213771426153e-05,0,0,0,0,4.00908303158353e-05,0.000280138219370048,0,0,0,0.000599619978563146,0,0.000320905975862237,0
"Aguascalientes","Tepezala",5.39172926971852e-05,0,6.1201986095498e-05,0.000249724081517624,0.000213029246244144,0.00246814861196509,0,9.04544492570972e-05,0,6.43123115302534e-05,1.3205037070144e-05,0,0.000240307858950803,2.15107074302013e-05,0.000169331906517244,0,7.21189343524874e-05,9.70070271271401e-05,9.94807473722475e-05,0,0,0,0,0,0,2.42319427996066e-05,0,0.000184881107346438,5.18006397404941e-05,0,0,0.000235406120628301,4.31974508206076e-06,6.22048383299222e-05,0,6.69644461755579e-05,0.000842300467052021,0.000111365359755564,4.84002474270959e-05,0,2.40990839632914e-05,0,2.52298020696609e-05,0.000122952665677518,0.000901382198480182,0,0,1.54493431469559e-05,0,9.12514656593415e-06,0.000827583861540522
"Baja California","Ensenada",0.000584241746052247,0.0181085449972132,0.00211196732977584,0.000387315413579072,0.00376637225693714,0.000756810429624275,0.000142618317094164,0.000551374230495876,0,0.0011928956399185,0.000457757048698982,0,0.00190953222666318,0.000389536722046341,0.000576717018844184,0.0010451316357008,0.00155575041490591,0.000272733037546792,0.000396638771661108,0,0.000307569238806353,0.00195756102964917,0.000305576707692524,0.0006539356893613,0.000341638247576812,0.000764688422369212,0.00634631165548557,0.000688464533097937,0.00308440431117221,0,0.000298909275744434,0.000838193794597266,0.000207088310645602,0.000442132552690787,0.0025139938426011,0.000521838603716846,0.000565963172631907,0.00352668345955833,0.00088158585885214,0,0.000716560334791295,0.00367573839697891,0.00048696147297533,0.000260778910014019,0.00195820169499174,0,0.000775248302913857,0.00252795400403049,0.00221728290953929,0.000479798444459356,0.000512578828528618
"Baja California","Mexicali",0.000620746979136293,0.00715843267293093,0.0175960102392635,0.000635863258633113,0.00909843302144602,0.00157226559408328,0.000251708842687762,0.000920437461313235,0.00114864409216905,0.00064129873836532,0.000485271267793414,0.00508262963269706,0.00360144811577454,0.000638366865839422,0.000912267615238925,0.00307763910700271,0.00127408545700167,0.000710695734894344,0.000552680730832541,0.00351575802800203,0.000637211546114055,0.00116336079811406,0.000887595394081133,0.000592599654545491,0.000528832830569273,0.00113690365898194,0,0.00302307967596157,0.0107931030112087,0.000711062026004209,0.000152494801195037,0.00129461076867605,0.000253399034018496,0.000585761598361233,0.00923610400005394,0.000866571491526208,0.0011386216124024,0.00244410773156673,0.000664186578825523,0,0.000612780696122826,0,0.000656572562081128,0.000512875460472745,0.00397218128367311,0.00104467811286586,0.000637770830009594,0.00287948826537772,0,0.000991713000482318,0.00200468848060369
"Baja California","Playas De Rosarito",0,0,3.85168239892457e-05,2.27986720905755e-05,0.000128952159083663,3.88365015635935e-05,0,0,0,1.45682357416956e-05,2.12683098033095e-05,0,3.43802039368335e-05,2.03313111057762e-05,1.62379320926733e-05,0,0,0,4.0817378766923e-05,0,0,0,9.63905823292405e-05,0,0,0.000166987563853174,0,3.63357736270821e-05,0.0001496413240458,0,0,0.000126304774263456,0,0,0,5.43322220475104e-05,0,2.57117990472664e-05,0,0,2.76388944853911e-05,0,2.32323900661055e-05,1.01244046681095e-05,3.35693580685168e-05,0,0,2.87221165425174e-05,0,8.92630482318218e-05,0
"Baja California","San Quintin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baja California","Tecate",3.03691090156848e-05,0,0.000277490128604247,0.000183612475975429,0.000517470003758862,0.000212899863412882,6.01219557045116e-05,0,0,3.16269821010104e-05,3.77397391213833e-05,0,0.000225648284667295,6.63399532721443e-05,0.000155006891027449,0,0,3.2650792647913e-05,3.43420419647477e-05,0,0.000143038276181088,0,0.000180302616674768,3.21167167667874e-05,0,5.43040286439353e-05,0,0.000116945551586054,0.000434254281232633,0,0,0.000123502103960153,2.75468628896918e-05,5.81252072689798e-05,0,6.44934031668569e-05,0.000125517848077846,9.87215578702121e-05,6.60460971317934e-05,0,2.25818478304499e-05,0,0.000142874370372,3.57532239301951e-05,0.000280199892848004,0,0.000102256340709444,0.000131016966771993,0,7.20190647388978e-05,0
"Baja California","Tijuana",0.00191434584308228,0.0164146250466947,0.00534102902054431,0.0024860623234884,0.0118906860993693,0.00295303096896508,0.00133997547135396,0.000811666123389393,0.00182902713600848,0.000974970563216543,0.00138879978499047,0.00241604091803035,0.00524537977665502,0.00170615772264683,0.00163266984733306,0.00260946678427502,0.00299678178878876,0.00185814017615098,0.000973423395717303,0.00823635146050518,0.000849705663197945,0.00262468900428776,0.00206283355251789,0.00239415426536167,0.0014303897423404,0.00400235512114288,0.00680673275654205,0.00354124249980762,0.0126717456743259,0.00617835311509682,0.000712117544181822,0.00247722716810842,0.000620770385752083,0.00124978779915251,0.00673510793732645,0.000825715351515315,0.0019766384398554,0.00533151024946446,0.00122974826724325,0.00193452276650128,0.00101814624188339,0.00514205517449192,0.00205217806100131,0.000990094575174758,0.00862440525459892,0,0.00149165129845969,0.00528502320258751,0.00219615911825746,0.0030495334202637,0.00437101187945785
"Baja California Sur","Comondu",0.000147296702647027,0,0.000325370976797652,2.27986720905755e-05,0.000384772757822461,0.00022974932623242,0,0.000280839153101626,0,0.000114788000792268,3.3612866526819e-05,0.00104022104267032,9.45770247284605e-05,6.21641412906826e-05,6.46714831070425e-05,0.000210551712984038,8.35040569025751e-05,0,3.43420419647477e-05,0,9.88694719568667e-05,0,4.65641992157742e-05,0.000263875740623903,0.000348167575712716,0.000166348047365649,0,0.000149715285928805,0.000382043005451531,0.00098949953717984,2.40553681875258e-05,0.000300439430980185,1.0033137617489e-05,0.000109228960271094,0,5.45808023067587e-05,9.71547982007116e-05,0.000476464091324278,0.00012115608666217,0.000426162284567329,6.04374403907396e-05,0.000546825243769156,0.000187618481996649,8.33479770116673e-05,0.000308269071282686,0,0.000165699063072753,0.000491268446398993,0,6.5414484123857e-05,0.000376549902989434
"Baja California Sur","La Paz",0.000268395517968583,0.00142099144203565,0.000460708202237608,0.00016803377964797,0.000382307247025162,0.000285401216081533,0,6.6728692074908e-05,0.000838382822938897,0.00021845347671337,0.000169294061379987,0,0.000267955697637151,0.000162127090993207,0.000185813435094564,0.000211331705023221,0.000152188280185713,0.00027253458976185,4.0817378766923e-05,0,0.000176031474315533,0.000161134320889532,0.000177044662063752,0.000121963457694754,0.000152816937638561,9.03942730482959e-05,0.00284127406666574,0.000167249177524755,0.000571297333179779,0,0.000101261188211539,0.000260380164372299,3.51807427831446e-05,0.000164173730953599,0.00132660686835777,0.000119074205473616,0.000122240516282568,0.000424719971366944,8.42945005064193e-05,0,0.000147434714589166,0,0.000135367121143432,0.000122020437064437,0.000762226529554352,0,0.000199092007594996,0.000341370779200749,0,0.000113063572902854,0.00031722303269157
"Baja California Sur","Loreto",0,0,0,0,5.54379618778169e-06,1.18746366138285e-05,0,0,0,0,1.02431065647042e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56699461872206e-05,0,0,1.86228595279299e-05,0,0,0,0,0,0,0,0,0,0,0,1.28453780532485e-06,0,0,0,0,0,0,0
