period_date,year,quarter,year_quarter,us_state,remittances_musd
2015-04-01,2015,2,2015Q2,Alaska,11.186138
2015-04-01,2015,2,2015Q2,Arizona,148.066873
2015-04-01,2015,2,2015Q2,Arkansas,44.222105
2015-04-01,2015,2,2015Q2,California,1910.923474
2015-04-01,2015,2,2015Q2,Carolina Del Norte,150.853115
2015-04-01,2015,2,2015Q2,Carolina Del Sur,63.794022
2015-04-01,2015,2,2015Q2,Colorado,133.148589
2015-04-01,2015,2,2015Q2,Connecticut,19.980473
2015-04-01,2015,2,2015Q2,Dakota Del Norte,26.997882
2015-04-01,2015,2,2015Q2,Dakota Del Sur,8.392934
2015-04-01,2015,2,2015Q2,Delaware,11.308952
2015-04-01,2015,2,2015Q2,Florida,250.856826
2015-04-01,2015,2,2015Q2,Georgia,248.645579
2015-04-01,2015,2,2015Q2,Hawaii,6.040955
2015-04-01,2015,2,2015Q2,Idaho,25.674821
2015-04-01,2015,2,2015Q2,Illinois,311.091332
2015-04-01,2015,2,2015Q2,Indiana,66.592583
2015-04-01,2015,2,2015Q2,Iowa,28.888159
2015-04-01,2015,2,2015Q2,Kansas,45.149865
2015-04-01,2015,2,2015Q2,Kentucky,37.305162
2015-04-01,2015,2,2015Q2,Louisiana,99.182267
2015-04-01,2015,2,2015Q2,Maine,1.648478
2015-04-01,2015,2,2015Q2,Maryland,43.195262
2015-04-01,2015,2,2015Q2,Massachusetts,17.618212
2015-04-01,2015,2,2015Q2,Michigan,63.346802
2015-04-01,2015,2,2015Q2,Minnesota,159.951755
2015-04-01,2015,2,2015Q2,Mississipi,29.830555
2015-04-01,2015,2,2015Q2,Misuri,44.422851
2015-04-01,2015,2,2015Q2,Montana,5.861475
2015-04-01,2015,2,2015Q2,Nebraska,29.322253
2015-04-01,2015,2,2015Q2,Nevada,65.830502
2015-04-01,2015,2,2015Q2,No Identificado,63.331408
2015-04-01,2015,2,2015Q2,Nueva Jersey,105.946063
2015-04-01,2015,2,2015Q2,Nueva York,237.13571
2015-04-01,2015,2,2015Q2,Nuevo Hampshire,4.956907
2015-04-01,2015,2,2015Q2,Nuevo Mexico,36.580215
2015-04-01,2015,2,2015Q2,Ohio,54.426338
2015-04-01,2015,2,2015Q2,Oklahoma,57.31634
2015-04-01,2015,2,2015Q2,Oregon,63.788683
2015-04-01,2015,2,2015Q2,Pensilvania,69.115647
2015-04-01,2015,2,2015Q2,Puerto Rico,1.306933
2015-04-01,2015,2,2015Q2,Rhode Island,4.843231
2015-04-01,2015,2,2015Q2,Tennessee,90.642759
2015-04-01,2015,2,2015Q2,Texas,874.457475
2015-04-01,2015,2,2015Q2,Utah,43.525258
2015-04-01,2015,2,2015Q2,Vermont,2.976057
2015-04-01,2015,2,2015Q2,Virginia,88.632433
2015-04-01,2015,2,2015Q2,Washington,122.996075
2015-04-01,2015,2,2015Q2,"Washington, D.c.",3.112804
2015-04-01,2015,2,2015Q2,West Virginia,3.029448
2015-04-01,2015,2,2015Q2,Wisconsin,66.942736
2015-04-01,2015,2,2015Q2,Wyoming,11.152286
2015-07-01,2015,3,2015Q3,Alabama,52.25144
2015-07-01,2015,3,2015Q3,Alaska,14.678774
2015-07-01,2015,3,2015Q3,Arizona,139.112355
2015-07-01,2015,3,2015Q3,Arkansas,49.564192
2015-07-01,2015,3,2015Q3,California,1899.720758
2015-07-01,2015,3,2015Q3,Carolina Del Norte,167.869015
2015-07-01,2015,3,2015Q3,Carolina Del Sur,64.823878
2015-07-01,2015,3,2015Q3,Colorado,151.852089
2015-07-01,2015,3,2015Q3,Connecticut,21.227378
2015-07-01,2015,3,2015Q3,Dakota Del Norte,35.217827
2015-07-01,2015,3,2015Q3,Dakota Del Sur,11.427901
2015-07-01,2015,3,2015Q3,Delaware,12.004277
2015-07-01,2015,3,2015Q3,Florida,231.473644
2015-07-01,2015,3,2015Q3,Georgia,247.703121
2015-07-01,2015,3,2015Q3,Hawaii,6.657361
2015-07-01,2015,3,2015Q3,Idaho,28.397876
2015-07-01,2015,3,2015Q3,Illinois,319.928392
2015-07-01,2015,3,2015Q3,Indiana,69.092075
2015-07-01,2015,3,2015Q3,Iowa,32.931364
2015-07-01,2015,3,2015Q3,Kansas,46.769253
2015-07-01,2015,3,2015Q3,Kentucky,47.289627
2015-07-01,2015,3,2015Q3,Louisiana,94.80392
2015-07-01,2015,3,2015Q3,Maine,8.728254
2015-07-01,2015,3,2015Q3,Maryland,45.300684
2015-07-01,2015,3,2015Q3,Massachusetts,19.643714
2015-07-01,2015,3,2015Q3,Michigan,72.075524
2015-07-01,2015,3,2015Q3,Minnesota,138.63865
2015-07-01,2015,3,2015Q3,Mississipi,27.199609
2015-07-01,2015,3,2015Q3,Misuri,51.034612
2015-07-01,2015,3,2015Q3,Montana,9.016504
2015-07-01,2015,3,2015Q3,Nebraska,33.195608
2015-07-01,2015,3,2015Q3,Nevada,66.673599
2015-07-01,2015,3,2015Q3,No Identificado,70.860734
2015-07-01,2015,3,2015Q3,Nueva Jersey,114.825504
2015-07-01,2015,3,2015Q3,Nueva York,252.114158
2015-07-01,2015,3,2015Q3,Nuevo Hampshire,5.788092
2015-07-01,2015,3,2015Q3,Nuevo Mexico,37.426245
2015-07-01,2015,3,2015Q3,Ohio,59.107172
2015-07-01,2015,3,2015Q3,Oklahoma,61.103098
2015-07-01,2015,3,2015Q3,Oregon,69.681279
2015-07-01,2015,3,2015Q3,Pensilvania,74.090732
2015-07-01,2015,3,2015Q3,Puerto Rico,1.568563
2015-07-01,2015,3,2015Q3,Rhode Island,4.952549
2015-07-01,2015,3,2015Q3,Tennessee,102.097295
2015-07-01,2015,3,2015Q3,Texas,912.936831
2015-07-01,2015,3,2015Q3,Utah,45.143109
2015-07-01,2015,3,2015Q3,Vermont,3.86047
2015-07-01,2015,3,2015Q3,Virginia,95.884222
2015-07-01,2015,3,2015Q3,Washington,155.791634
2015-07-01,2015,3,2015Q3,"Washington, D.c.",3.40662
2015-07-01,2015,3,2015Q3,West Virginia,3.463357
2015-07-01,2015,3,2015Q3,Wisconsin,69.172027
2015-07-01,2015,3,2015Q3,Wyoming,13.560819
2015-10-01,2015,4,2015Q4,Alabama,49.654287
2015-10-01,2015,4,2015Q4,Alaska,9.774035
2015-10-01,2015,4,2015Q4,Arizona,141.938648
2015-10-01,2015,4,2015Q4,Arkansas,43.849975
2015-10-01,2015,4,2015Q4,California,1873.336972
2015-10-01,2015,4,2015Q4,Carolina Del Norte,142.065475
2015-10-01,2015,4,2015Q4,Carolina Del Sur,55.438733
2015-10-01,2015,4,2015Q4,Colorado,132.745797
2015-10-01,2015,4,2015Q4,Connecticut,19.55889
2015-10-01,2015,4,2015Q4,Dakota Del Norte,33.514135
2015-10-01,2015,4,2015Q4,Dakota Del Sur,11.662253
2015-10-01,2015,4,2015Q4,Delaware,10.17521
2015-10-01,2015,4,2015Q4,Florida,238.056247
2015-10-01,2015,4,2015Q4,Georgia,230.401522
2015-10-01,2015,4,2015Q4,Hawaii,7.913182
2015-10-01,2015,4,2015Q4,Idaho,24.517695
2015-10-01,2015,4,2015Q4,Illinois,309.064973
2015-10-01,2015,4,2015Q4,Indiana,63.251246
2015-10-01,2015,4,2015Q4,Iowa,29.668653
2015-10-01,2015,4,2015Q4,Kansas,44.32766
2015-10-01,2015,4,2015Q4,Kentucky,40.447754
2015-10-01,2015,4,2015Q4,Louisiana,92.781841
2015-10-01,2015,4,2015Q4,Maine,6.079662
2015-10-01,2015,4,2015Q4,Maryland,42.140601
2015-10-01,2015,4,2015Q4,Massachusetts,19.777403
2015-10-01,2015,4,2015Q4,Michigan,62.430438
2015-10-01,2015,4,2015Q4,Minnesota,113.172575
2015-10-01,2015,4,2015Q4,Mississipi,30.354195
2015-10-01,2015,4,2015Q4,Misuri,42.433695
2015-10-01,2015,4,2015Q4,Montana,7.227466
2015-10-01,2015,4,2015Q4,Nebraska,32.238121
2015-10-01,2015,4,2015Q4,Nevada,61.262075
2015-10-01,2015,4,2015Q4,No Identificado,53.112351
2015-10-01,2015,4,2015Q4,Nueva Jersey,105.767
2015-10-01,2015,4,2015Q4,Nueva York,236.383028
2015-10-01,2015,4,2015Q4,Nuevo Hampshire,6.331413
2015-10-01,2015,4,2015Q4,Nuevo Mexico,34.825805
2015-10-01,2015,4,2015Q4,Ohio,50.143563
2015-10-01,2015,4,2015Q4,Oklahoma,55.572522
2015-10-01,2015,4,2015Q4,Oregon,58.947574
2015-10-01,2015,4,2015Q4,Pensilvania,63.902425
2015-10-01,2015,4,2015Q4,Puerto Rico,1.800282
2015-10-01,2015,4,2015Q4,Rhode Island,4.850472
2015-10-01,2015,4,2015Q4,Tennessee,94.189343
2015-10-01,2015,4,2015Q4,Texas,862.70181
2015-10-01,2015,4,2015Q4,Utah,42.673428
2015-10-01,2015,4,2015Q4,Vermont,3.805435
2015-10-01,2015,4,2015Q4,Virginia,81.235358
2015-10-01,2015,4,2015Q4,Washington,113.479046
2015-10-01,2015,4,2015Q4,"Washington, D.c.",3.52239
2015-10-01,2015,4,2015Q4,West Virginia,5.499077
2015-10-01,2015,4,2015Q4,Wisconsin,64.368965
2015-10-01,2015,4,2015Q4,Wyoming,11.357877
2016-01-01,2016,1,2016Q1,Alabama,51.849706
2016-01-01,2016,1,2016Q1,Alaska,10.180014
2016-01-01,2016,1,2016Q1,Arizona,165.6832
2016-01-01,2016,1,2016Q1,Arkansas,44.821736
2016-01-01,2016,1,2016Q1,California,2000.789803
2016-01-01,2016,1,2016Q1,Carolina Del Norte,128.456212
2016-01-01,2016,1,2016Q1,Carolina Del Sur,60.830951
2016-01-01,2016,1,2016Q1,Colorado,130.58569
2016-01-01,2016,1,2016Q1,Connecticut,18.203425
2016-01-01,2016,1,2016Q1,Dakota Del Norte,14.067978
2016-01-01,2016,1,2016Q1,Dakota Del Sur,6.080789
2016-01-01,2016,1,2016Q1,Delaware,9.58248
2016-01-01,2016,1,2016Q1,Florida,257.458075
2016-01-01,2016,1,2016Q1,Georgia,234.353354
2016-01-01,2016,1,2016Q1,Hawaii,6.915306
2016-01-01,2016,1,2016Q1,Idaho,20.326522
2016-01-01,2016,1,2016Q1,Illinois,332.251153
2016-01-01,2016,1,2016Q1,Indiana,65.708781
2016-01-01,2016,1,2016Q1,Iowa,29.042045
2016-01-01,2016,1,2016Q1,Kansas,42.720807
2016-01-01,2016,1,2016Q1,Kentucky,32.490172
2016-01-01,2016,1,2016Q1,Louisiana,76.779514
2016-01-01,2016,1,2016Q1,Maine,1.769124
2016-01-01,2016,1,2016Q1,Maryland,36.95925
2016-01-01,2016,1,2016Q1,Massachusetts,17.121497
2016-01-01,2016,1,2016Q1,Michigan,60.759842
2016-01-01,2016,1,2016Q1,Minnesota,126.076666
2016-01-01,2016,1,2016Q1,Mississipi,25.747816
2016-01-01,2016,1,2016Q1,Misuri,39.663987
2016-01-01,2016,1,2016Q1,Montana,3.536972
2016-01-01,2016,1,2016Q1,Nebraska,33.178003
2016-01-01,2016,1,2016Q1,Nevada,69.922034
2016-01-01,2016,1,2016Q1,No Identificado,56.352933
2016-01-01,2016,1,2016Q1,Nueva Jersey,98.827586
2016-01-01,2016,1,2016Q1,Nueva York,223.194397
2016-01-01,2016,1,2016Q1,Nuevo Hampshire,4.560659
2016-01-01,2016,1,2016Q1,Nuevo Mexico,35.260105
2016-01-01,2016,1,2016Q1,Ohio,44.272733
2016-01-01,2016,1,2016Q1,Oklahoma,53.726483
2016-01-01,2016,1,2016Q1,Oregon,61.518002
2016-01-01,2016,1,2016Q1,Pensilvania,55.293371
2016-01-01,2016,1,2016Q1,Puerto Rico,2.552157
2016-01-01,2016,1,2016Q1,Rhode Island,4.808795
2016-01-01,2016,1,2016Q1,Tennessee,88.467066
2016-01-01,2016,1,2016Q1,Texas,880.685734
2016-01-01,2016,1,2016Q1,Utah,45.421554
2016-01-01,2016,1,2016Q1,Vermont,4.780949
2016-01-01,2016,1,2016Q1,Virginia,70.333458
2016-01-01,2016,1,2016Q1,Washington,113.882982
2016-01-01,2016,1,2016Q1,"Washington, D.c.",2.59343
2016-01-01,2016,1,2016Q1,West Virginia,5.524546
2016-01-01,2016,1,2016Q1,Wisconsin,70.380389
2016-01-01,2016,1,2016Q1,Wyoming,9.869144
2016-04-01,2016,2,2016Q2,Alabama,66.406687
2016-04-01,2016,2,2016Q2,Alaska,10.418436
2016-04-01,2016,2,2016Q2,Arizona,148.092642
2016-04-01,2016,2,2016Q2,Arkansas,52.743094
2016-04-01,2016,2,2016Q2,California,1905.908374
2016-04-01,2016,2,2016Q2,Carolina Del Norte,213.190667
2016-04-01,2016,2,2016Q2,Carolina Del Sur,105.684018
2016-04-01,2016,2,2016Q2,Colorado,187.235984
2016-04-01,2016,2,2016Q2,Connecticut,25.555565
2016-04-01,2016,2,2016Q2,Dakota Del Norte,4.625374
2016-04-01,2016,2,2016Q2,Dakota Del Sur,6.295407
2016-04-01,2016,2,2016Q2,Delaware,18.645707
2016-04-01,2016,2,2016Q2,Florida,345.281609
2016-04-01,2016,2,2016Q2,Georgia,253.56138
2016-04-01,2016,2,2016Q2,Hawaii,3.135516
2016-04-01,2016,2,2016Q2,Idaho,42.345207
2016-04-01,2016,2,2016Q2,Illinois,331.878655
2016-04-01,2016,2,2016Q2,Indiana,97.499402
2016-04-01,2016,2,2016Q2,Iowa,38.193422
2016-04-01,2016,2,2016Q2,Kansas,50.840745
2016-04-01,2016,2,2016Q2,Kentucky,54.536046
2016-04-01,2016,2,2016Q2,Louisiana,64.456694
2016-04-01,2016,2,2016Q2,Maine,1.03091
2016-04-01,2016,2,2016Q2,Maryland,49.202995
2016-04-01,2016,2,2016Q2,Massachusetts,14.126012
2016-04-01,2016,2,2016Q2,Michigan,57.864521
2016-04-01,2016,2,2016Q2,Minnesota,93.755881
2016-04-01,2016,2,2016Q2,Mississipi,33.558548
2016-04-01,2016,2,2016Q2,Misuri,46.25834
2016-04-01,2016,2,2016Q2,Montana,2.707087
2016-04-01,2016,2,2016Q2,Nebraska,34.481379
2016-04-01,2016,2,2016Q2,Nevada,84.362115
2016-04-01,2016,2,2016Q2,No Identificado,102.646911
2016-04-01,2016,2,2016Q2,Nueva Jersey,131.808174
2016-04-01,2016,2,2016Q2,Nueva York,304.447087
2016-04-01,2016,2,2016Q2,Nuevo Hampshire,5.38759
2016-04-01,2016,2,2016Q2,Nuevo Mexico,37.557093
2016-04-01,2016,2,2016Q2,Ohio,65.415224
2016-04-01,2016,2,2016Q2,Oklahoma,59.621459
2016-04-01,2016,2,2016Q2,Oregon,99.62394
2016-04-01,2016,2,2016Q2,Pensilvania,64.679552
2016-04-01,2016,2,2016Q2,Puerto Rico,0.546371
2016-04-01,2016,2,2016Q2,Rhode Island,5.722171
2016-04-01,2016,2,2016Q2,Tennessee,110.918008
2016-04-01,2016,2,2016Q2,Texas,941.439817
2016-04-01,2016,2,2016Q2,Utah,65.728667
2016-04-01,2016,2,2016Q2,Vermont,1.760378
2016-04-01,2016,2,2016Q2,Virginia,69.312696
2016-04-01,2016,2,2016Q2,Washington,195.353475
2016-04-01,2016,2,2016Q2,"Washington, D.c.",3.760169
2016-04-01,2016,2,2016Q2,West Virginia,3.401789
2016-04-01,2016,2,2016Q2,Wisconsin,68.830675
2016-04-01,2016,2,2016Q2,Wyoming,9.448313
2016-07-01,2016,3,2016Q3,Alabama,55.462327
2016-07-01,2016,3,2016Q3,Alaska,10.643635
2016-07-01,2016,3,2016Q3,Arizona,160.331804
2016-07-01,2016,3,2016Q3,Arkansas,53.603
2016-07-01,2016,3,2016Q3,California,2112.121123
2016-07-01,2016,3,2016Q3,Carolina Del Norte,180.325265
2016-07-01,2016,3,2016Q3,Carolina Del Sur,75.051876
2016-07-01,2016,3,2016Q3,Colorado,166.791903
2016-07-01,2016,3,2016Q3,Connecticut,21.616569
2016-07-01,2016,3,2016Q3,Dakota Del Norte,16.878603
2016-07-01,2016,3,2016Q3,Dakota Del Sur,8.65112
2016-07-01,2016,3,2016Q3,Delaware,12.511405
2016-07-01,2016,3,2016Q3,Florida,252.485973
2016-07-01,2016,3,2016Q3,Georgia,249.757153
2016-07-01,2016,3,2016Q3,Hawaii,7.372095
2016-07-01,2016,3,2016Q3,Idaho,30.533368
2016-07-01,2016,3,2016Q3,Illinois,332.047178
2016-07-01,2016,3,2016Q3,Indiana,73.055581
2016-07-01,2016,3,2016Q3,Iowa,34.120982
2016-07-01,2016,3,2016Q3,Kansas,46.813697
2016-07-01,2016,3,2016Q3,Kentucky,46.013029
2016-07-01,2016,3,2016Q3,Louisiana,88.850548
2016-07-01,2016,3,2016Q3,Maine,2.245081
2016-07-01,2016,3,2016Q3,Maryland,45.416606
2016-07-01,2016,3,2016Q3,Massachusetts,21.845652
2016-07-01,2016,3,2016Q3,Michigan,77.601037
2016-07-01,2016,3,2016Q3,Minnesota,126.432067
2016-07-01,2016,3,2016Q3,Mississipi,28.668359
2016-07-01,2016,3,2016Q3,Misuri,48.770826
2016-07-01,2016,3,2016Q3,Montana,5.331322
2016-07-01,2016,3,2016Q3,Nebraska,38.527463
2016-07-01,2016,3,2016Q3,Nevada,74.560564
2016-07-01,2016,3,2016Q3,No Identificado,65.35807
2016-07-01,2016,3,2016Q3,Nueva Jersey,110.483545
2016-07-01,2016,3,2016Q3,Nueva York,250.870388
2016-07-01,2016,3,2016Q3,Nuevo Hampshire,5.555326
2016-07-01,2016,3,2016Q3,Nuevo Mexico,37.685941
2016-07-01,2016,3,2016Q3,Ohio,57.761004
2016-07-01,2016,3,2016Q3,Oklahoma,57.421822
2016-07-01,2016,3,2016Q3,Oregon,75.154566
2016-07-01,2016,3,2016Q3,Pensilvania,65.706236
2016-07-01,2016,3,2016Q3,Puerto Rico,2.42162
2016-07-01,2016,3,2016Q3,Rhode Island,5.802099
2016-07-01,2016,3,2016Q3,Tennessee,110.076813
2016-07-01,2016,3,2016Q3,Texas,969.875481
2016-07-01,2016,3,2016Q3,Utah,52.098652
2016-07-01,2016,3,2016Q3,Vermont,5.067981
2016-07-01,2016,3,2016Q3,Virginia,88.920248
2016-07-01,2016,3,2016Q3,Washington,173.962069
2016-07-01,2016,3,2016Q3,"Washington, D.c.",3.623135
2016-07-01,2016,3,2016Q3,West Virginia,6.509301
2016-07-01,2016,3,2016Q3,Wisconsin,70.591577
2016-07-01,2016,3,2016Q3,Wyoming,11.477313
2016-10-01,2016,4,2016Q4,Alabama,56.640863
2016-10-01,2016,4,2016Q4,Alaska,9.368241
2016-10-01,2016,4,2016Q4,Arizona,167.37455
2016-10-01,2016,4,2016Q4,Arkansas,52.797795
2016-10-01,2016,4,2016Q4,California,2142.867032
2016-10-01,2016,4,2016Q4,Carolina Del Norte,166.665839
2016-10-01,2016,4,2016Q4,Carolina Del Sur,72.04112
2016-10-01,2016,4,2016Q4,Colorado,164.586336
2016-10-01,2016,4,2016Q4,Connecticut,21.451458
2016-10-01,2016,4,2016Q4,Dakota Del Norte,16.541104
2016-10-01,2016,4,2016Q4,Dakota Del Sur,8.441512
2016-10-01,2016,4,2016Q4,Delaware,11.221285
2016-10-01,2016,4,2016Q4,Florida,269.379467
2016-10-01,2016,4,2016Q4,Georgia,247.205714
2016-10-01,2016,4,2016Q4,Hawaii,7.520863
2016-10-01,2016,4,2016Q4,Idaho,27.887907
2016-10-01,2016,4,2016Q4,Illinois,342.267141
2016-10-01,2016,4,2016Q4,Indiana,73.239317
2016-10-01,2016,4,2016Q4,Iowa,34.560767
2016-10-01,2016,4,2016Q4,Kansas,48.470333
2016-10-01,2016,4,2016Q4,Kentucky,45.473673
2016-10-01,2016,4,2016Q4,Louisiana,94.860418
2016-10-01,2016,4,2016Q4,Maine,1.864097
2016-10-01,2016,4,2016Q4,Maryland,43.852135
2016-10-01,2016,4,2016Q4,Massachusetts,19.97259
2016-10-01,2016,4,2016Q4,Michigan,72.725771
2016-10-01,2016,4,2016Q4,Minnesota,130.543721
2016-10-01,2016,4,2016Q4,Mississipi,30.674097
2016-10-01,2016,4,2016Q4,Misuri,48.107041
2016-10-01,2016,4,2016Q4,Montana,4.864268
2016-10-01,2016,4,2016Q4,Nebraska,38.302016
2016-10-01,2016,4,2016Q4,Nevada,73.856073
2016-10-01,2016,4,2016Q4,No Identificado,64.575036
2016-10-01,2016,4,2016Q4,Nueva Jersey,107.683018
2016-10-01,2016,4,2016Q4,Nueva York,254.39812
2016-10-01,2016,4,2016Q4,Nuevo Hampshire,5.557143
2016-10-01,2016,4,2016Q4,Nuevo Mexico,38.03179
2016-10-01,2016,4,2016Q4,Ohio,55.567664
2016-10-01,2016,4,2016Q4,Oklahoma,57.135886
2016-10-01,2016,4,2016Q4,Oregon,71.960309
2016-10-01,2016,4,2016Q4,Pensilvania,64.024024
2016-10-01,2016,4,2016Q4,Puerto Rico,2.516841
2016-10-01,2016,4,2016Q4,Rhode Island,5.621754
2016-10-01,2016,4,2016Q4,Tennessee,109.014578
2016-10-01,2016,4,2016Q4,Texas,994.588734
2016-10-01,2016,4,2016Q4,Utah,52.10988
2016-10-01,2016,4,2016Q4,Vermont,5.094114
2016-10-01,2016,4,2016Q4,Virginia,85.622331
2016-10-01,2016,4,2016Q4,Washington,149.481988
2016-10-01,2016,4,2016Q4,"Washington, D.c.",3.057
2016-10-01,2016,4,2016Q4,West Virginia,6.399738
2016-10-01,2016,4,2016Q4,Wisconsin,72.261897
2016-10-01,2016,4,2016Q4,Wyoming,10.558743
2017-01-01,2017,1,2017Q1,Alabama,59.146174
2017-01-01,2017,1,2017Q1,Alaska,8.022682
2017-01-01,2017,1,2017Q1,Arizona,190.571068
2017-01-01,2017,1,2017Q1,Arkansas,51.710038
2017-01-01,2017,1,2017Q1,California,2136.90272
2017-01-01,2017,1,2017Q1,Carolina Del Norte,163.415718
2017-01-01,2017,1,2017Q1,Carolina Del Sur,79.504412
2017-01-01,2017,1,2017Q1,Colorado,154.529921
2017-01-01,2017,1,2017Q1,Connecticut,18.014389
2017-01-01,2017,1,2017Q1,Dakota Del Norte,12.609887
2017-01-01,2017,1,2017Q1,Dakota Del Sur,6.317054
2017-01-01,2017,1,2017Q1,Delaware,11.096297
2017-01-01,2017,1,2017Q1,Florida,305.930906
2017-01-01,2017,1,2017Q1,Georgia,261.201181
2017-01-01,2017,1,2017Q1,Hawaii,7.401124
2017-01-01,2017,1,2017Q1,Idaho,22.181751
2017-01-01,2017,1,2017Q1,Illinois,344.472114
2017-01-01,2017,1,2017Q1,Indiana,75.657466
2017-01-01,2017,1,2017Q1,Iowa,31.248346
2017-01-01,2017,1,2017Q1,Kansas,47.22766
2017-01-01,2017,1,2017Q1,Kentucky,39.734226
2017-01-01,2017,1,2017Q1,Louisiana,89.003463
2017-01-01,2017,1,2017Q1,Maine,2.2176
2017-01-01,2017,1,2017Q1,Maryland,37.832846
2017-01-01,2017,1,2017Q1,Massachusetts,17.628316
2017-01-01,2017,1,2017Q1,Michigan,71.575618
2017-01-01,2017,1,2017Q1,Minnesota,140.608584
2017-01-01,2017,1,2017Q1,Mississipi,27.61263
2017-01-01,2017,1,2017Q1,Misuri,47.265035
2017-01-01,2017,1,2017Q1,Montana,4.765169
2017-01-01,2017,1,2017Q1,Nebraska,33.4193
2017-01-01,2017,1,2017Q1,Nevada,77.274935
2017-01-01,2017,1,2017Q1,No Identificado,65.182089
2017-01-01,2017,1,2017Q1,Nueva Jersey,99.041741
2017-01-01,2017,1,2017Q1,Nueva York,241.371226
2017-01-01,2017,1,2017Q1,Nuevo Hampshire,5.435089
2017-01-01,2017,1,2017Q1,Nuevo Mexico,38.229118
2017-01-01,2017,1,2017Q1,Ohio,53.032897
2017-01-01,2017,1,2017Q1,Oklahoma,59.056275
2017-01-01,2017,1,2017Q1,Oregon,67.763221
2017-01-01,2017,1,2017Q1,Pensilvania,59.766584
2017-01-01,2017,1,2017Q1,Puerto Rico,2.764766
2017-01-01,2017,1,2017Q1,Rhode Island,4.132418
2017-01-01,2017,1,2017Q1,Tennessee,118.080822
2017-01-01,2017,1,2017Q1,Texas,1025.790486
2017-01-01,2017,1,2017Q1,Utah,47.21244
2017-01-01,2017,1,2017Q1,Vermont,6.480133
2017-01-01,2017,1,2017Q1,Virginia,83.588396
2017-01-01,2017,1,2017Q1,Washington,139.012446
2017-01-01,2017,1,2017Q1,"Washington, D.c.",2.67347
2017-01-01,2017,1,2017Q1,West Virginia,6.031615
2017-01-01,2017,1,2017Q1,Wisconsin,78.492415
2017-01-01,2017,1,2017Q1,Wyoming,9.909007
2017-04-01,2017,2,2017Q2,Alabama,64.141186
2017-04-01,2017,2,2017Q2,Alaska,9.291913
2017-04-01,2017,2,2017Q2,Arizona,184.471616
2017-04-01,2017,2,2017Q2,Arkansas,59.125776
2017-04-01,2017,2,2017Q2,California,2299.897254
2017-04-01,2017,2,2017Q2,Carolina Del Norte,185.916008
2017-04-01,2017,2,2017Q2,Carolina Del Sur,84.730086
2017-04-01,2017,2,2017Q2,Colorado,192.953446
2017-04-01,2017,2,2017Q2,Connecticut,21.561919
2017-04-01,2017,2,2017Q2,Dakota Del Norte,19.200944
2017-04-01,2017,2,2017Q2,Dakota Del Sur,8.483371
2017-04-01,2017,2,2017Q2,Delaware,13.044568
2017-04-01,2017,2,2017Q2,Florida,306.519314
2017-04-01,2017,2,2017Q2,Georgia,287.617568
2017-04-01,2017,2,2017Q2,Hawaii,8.286727
2017-04-01,2017,2,2017Q2,Idaho,30.464091
2017-04-01,2017,2,2017Q2,Illinois,369.038295
2017-04-01,2017,2,2017Q2,Indiana,81.351889
2017-04-01,2017,2,2017Q2,Iowa,35.03343
2017-04-01,2017,2,2017Q2,Kansas,52.565241
2017-04-01,2017,2,2017Q2,Kentucky,45.602157
2017-04-01,2017,2,2017Q2,Louisiana,102.298292
2017-04-01,2017,2,2017Q2,Maine,1.926234
2017-04-01,2017,2,2017Q2,Maryland,47.94479
2017-04-01,2017,2,2017Q2,Massachusetts,22.465348
2017-04-01,2017,2,2017Q2,Michigan,81.677985
2017-04-01,2017,2,2017Q2,Minnesota,139.744539
2017-04-01,2017,2,2017Q2,Mississipi,33.837842
2017-04-01,2017,2,2017Q2,Misuri,57.1429
2017-04-01,2017,2,2017Q2,Montana,5.60837
2017-04-01,2017,2,2017Q2,Nebraska,39.496243
2017-04-01,2017,2,2017Q2,Nevada,80.592815
2017-04-01,2017,2,2017Q2,No Identificado,78.437313
2017-04-01,2017,2,2017Q2,Nueva Jersey,115.965058
2017-04-01,2017,2,2017Q2,Nueva York,270.16136
2017-04-01,2017,2,2017Q2,Nuevo Hampshire,5.769688
2017-04-01,2017,2,2017Q2,Nuevo Mexico,41.95416
2017-04-01,2017,2,2017Q2,Ohio,64.297725
2017-04-01,2017,2,2017Q2,Oklahoma,64.36056
2017-04-01,2017,2,2017Q2,Oregon,74.96246
2017-04-01,2017,2,2017Q2,Pensilvania,72.244657
2017-04-01,2017,2,2017Q2,Puerto Rico,2.98299
2017-04-01,2017,2,2017Q2,Rhode Island,5.051006
2017-04-01,2017,2,2017Q2,Tennessee,123.473752
2017-04-01,2017,2,2017Q2,Texas,1156.512761
2017-04-01,2017,2,2017Q2,Utah,54.62487
2017-04-01,2017,2,2017Q2,Vermont,5.615175
2017-04-01,2017,2,2017Q2,Virginia,96.255365
2017-04-01,2017,2,2017Q2,Washington,162.881388
2017-04-01,2017,2,2017Q2,"Washington, D.c.",3.011972
2017-04-01,2017,2,2017Q2,West Virginia,6.748025
2017-04-01,2017,2,2017Q2,Wisconsin,80.601016
2017-04-01,2017,2,2017Q2,Wyoming,11.379756
2017-07-01,2017,3,2017Q3,Alabama,61.828382
2017-07-01,2017,3,2017Q3,Alaska,9.219697
2017-07-01,2017,3,2017Q3,Arizona,179.408002
2017-07-01,2017,3,2017Q3,Arkansas,57.266507
